"Report Refresh Date";"User Principal Name";"Is Deleted";"Deleted Date";"Last Activity Date";"Assigned Products";"Report Period";"Viewed Or Edited File Count";"Synced File Count";"Shared Internally File Count";"Shared Externally File Count";"Visited Page Count"
"2023-07-29";"1350@anonimo.com";"False";;"2023-07-19";"MICROSOFT 365 E3+MICROSOFT POWER AUTOMATE FREE+POWER BI PRO";180;25;0;0;0;19
"2023-07-29";"1313@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 E5+MICROSOFT POWER AUTOMATE FREE";180;8;0;0;0;8
"2023-07-29";"4291@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 E3+MICROSOFT FABRIC (FREE)+MICROSOFT POWER AUTOMATE FREE";180;36;0;2;0;26
"2023-07-29";"958@anonimo.com";"False";;"2023-07-05";"MICROSOFT 365 AUDIO CONFERENCING+OFFICE 365 E5 WITHOUT AUDIO CONFERENCING+MICROSOFT POWER AUTOMATE FREE";180;66;0;0;0;9
"2023-07-29";"4828@anonimo.com";"False";;"2023-07-28";"PROJECT PLAN 5+ENTERPRISE MOBILITY + SECURITY E3+MICROSOFT 365 E5+WINDOWS 10/11 ENTERPRISE E5+MICROSOFT POWER AUTOMATE FREE";180;593;1237;9;0;82
"2023-07-29";"5844@anonimo.com";"False";;"2023-07-21";"MICROSOFT POWER AUTOMATE FREE+MICROSOFT 365 AUDIO CONFERENCING+WINDOWS 10/11 ENTERPRISE E5+OFFICE 365 E5 WITHOUT AUDIO CONFERENCING";180;92;0;0;0;22
"2023-07-29";"3180@anonimo.com";"False";;"2023-07-29";"VISIO PLAN 2+MICROSOFT POWER AUTOMATE FREE+MICROSOFT 365 E5+DYNAMICS 365 CUSTOMER ENGAGEMENT PLAN+PROJECT PLAN 5";180;21;1;0;0;16
"2023-07-29";"5605@anonimo.com";"False";;"2023-06-19";"MICROSOFT POWER AUTOMATE FREE";180;8;0;0;0;8
"2023-07-29";"1402@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 E3+MICROSOFT POWER AUTOMATE FREE+POWER BI PRO";180;18;0;0;0;13
"2023-07-29";"5510@anonimo.com";"False";;;"MICROSOFT 365 F1";180;0;0;0;0;0
"2023-07-29";"1411@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 E5+MICROSOFT POWER AUTOMATE FREE+PROJECT PLAN 5";180;521;658;46;30;51
"2023-07-29";"4692@anonimo.com";"False";;"2023-07-29";"MICROSOFT POWER AUTOMATE FREE+MICROSOFT FABRIC (FREE)+MICROSOFT 365 E3";180;43;0;0;0;16
"2023-07-29";"4477@anonimo.com";"False";;"2023-06-27";"MICROSOFT 365 E5+MICROSOFT POWER AUTOMATE FREE";180;72;94;0;0;11
"2023-07-29";"3701@anonimo.com";"False";;"2023-07-26";"ENTERPRISE MOBILITY + SECURITY E3+MICROSOFT 365 E5+WINDOWS 10/11 ENTERPRISE E5+MICROSOFT POWER AUTOMATE FREE+POWERAPPS AND LOGIC FLOWS+MICROSOFT 365 AUDIO CONFERENCING+RIGHTS MANAGEMENT ADHOC+VISIO PLAN 2+PROJECT PLAN 5";180;414;1243;6;1;34
"2023-07-29";"5728@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 E3+MICROSOFT POWER AUTOMATE FREE+MICROSOFT FABRIC (FREE)+MICROSOFT 365 AUDIO CONFERENCING+OFFICE 365 E5 WITHOUT AUDIO CONFERENCING";180;106;0;0;0;22
"2023-07-29";"3850@anonimo.com";"False";;"2023-07-20";"MICROSOFT 365 BUSINESS BASIC";180;4;0;0;0;2
"2023-07-29";"4588@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 E3";180;23;0;0;0;17
"2023-07-29";"4803@anonimo.com";"False";;"2023-07-27";"MICROSOFT 365 F1";180;0;0;0;0;2
"2023-07-29";"5838@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 E3+MICROSOFT POWER AUTOMATE FREE";180;5699;0;0;0;25
"2023-07-29";"5261@anonimo.com";"False";;"2023-07-07";"OFFICE 365 E5 WITHOUT AUDIO CONFERENCING+MICROSOFT 365 AUDIO CONFERENCING+MICROSOFT POWER AUTOMATE FREE";180;51;146;0;0;17
"2023-07-29";"5689@anonimo.com";"False";;"2023-07-28";"POWER BI PRO+MICROSOFT POWER APPS PLAN 2 TRIAL+MICROSOFT 365 E3";180;40;2;3;0;21
"2023-07-29";"4701@anonimo.com";"False";;;;180;0;0;0;0;0
"2023-07-29";"5511@anonimo.com";"False";;"2023-07-26";"ENTERPRISE MOBILITY + SECURITY E3+MICROSOFT 365 AUDIO CONFERENCING+WINDOWS 10/11 ENTERPRISE E5+MICROSOFT POWER APPS PLAN 2 TRIAL+MICROSOFT FABRIC (FREE)+MICROSOFT 365 E5";180;48;0;0;0;17
"2023-07-29";"1018@anonimo.com";"False";;"2023-07-29";"MICROSOFT 365 E3+POWER BI PRO";180;264;58;13;0;50
"2023-07-29";"4204@anonimo.com";"False";;"2023-07-29";"OFFICE 365 E5 WITHOUT AUDIO CONFERENCING+MICROSOFT 365 AUDIO CONFERENCING+MICROSOFT POWER AUTOMATE FREE";180;16;73;2;0;9
"2023-07-29";"4411@anonimo.com";"False";;"2023-07-28";"OFFICE 365 E5 WITHOUT AUDIO CONFERENCING";180;118;192;11;0;19
"2023-07-29";"5293@anonimo.com";"False";;"2023-07-28";"ENTERPRISE MOBILITY + SECURITY E3+OFFICE 365 E5 WITHOUT AUDIO CONFERENCING+MICROSOFT POWER AUTOMATE FREE+MICROSOFT 365 AUDIO CONFERENCING";180;19;0;1;0;13
"2023-07-29";"4362@anonimo.com";"False";;;"MICROSOFT 365 BUSINESS BASIC";180;0;0;0;0;0
"2023-07-29";"979@anonimo.com";"False";;"2023-07-21";"MICROSOFT STREAM TRIAL+MICROSOFT POWER AUTOMATE FREE+MICROSOFT 365 E3+POWER BI PRO";180;14;0;0;0;6
"2023-07-29";"4425@anonimo.com";"False";;"2023-07-28";"MICROSOFT POWER AUTOMATE FREE+MICROSOFT 365 E3+POWER BI PRO";180;53;0;6;1;30
"2023-07-29";"4283@anonimo.com";"False";;"2023-07-28";"MICROSOFT POWER AUTOMATE FREE+MICROSOFT POWER APPS PLAN 2 TRIAL+MICROSOFT 365 E5+WINDOWS 10/11 ENTERPRISE E5+MICROSOFT 365 AUDIO CONFERENCING+POWER VIRTUAL AGENTS VIRAL TRIAL+DYNAMICS 365 CUSTOMER INSIGHTS SELF-SERVICE TRIAL+DYNAMICS 365 CUSTOMER INSIGHTS VTRIAL+MICROSOFT FABRIC (FREE)";180;26;0;1;0;23
"2023-07-29";"4150@anonimo.com";"False";;"2023-07-27";"MICROSOFT 365 AUDIO CONFERENCING+MICROSOFT POWER AUTOMATE FREE+WINDOWS 10/11 ENTERPRISE E5+OFFICE 365 E5 WITHOUT AUDIO CONFERENCING";180;33;0;0;0;25
"2023-07-29";"4520@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 E5+MICROSOFT POWER AUTOMATE FREE";180;72;0;4;0;24
"2023-07-29";"5138@anonimo.com";"False";;"2023-07-24";"MICROSOFT FABRIC (FREE)+MICROSOFT POWER AUTOMATE FREE+MICROSOFT 365 E3";180;4;0;0;0;5
"2023-07-29";"4130@anonimo.com";"False";;;"MICROSOFT 365 E3";180;0;0;0;0;0
"2023-07-29";"3274@anonimo.com";"False";;"2023-07-28";"MICROSOFT POWER AUTOMATE FREE+OFFICE 365 E5 WITHOUT AUDIO CONFERENCING+MICROSOFT 365 AUDIO CONFERENCING";180;23;1;3;0;12
"2023-07-29";"4645@anonimo.com";"False";;"2023-07-26";"MICROSOFT FABRIC (FREE)+MICROSOFT POWER AUTOMATE FREE+MICROSOFT 365 E3";180;9;0;0;0;11
"2023-07-29";"5046@anonimo.com";"False";;"2023-07-28";"OFFICE 365 E5 WITHOUT AUDIO CONFERENCING+MICROSOFT FABRIC (FREE)+MICROSOFT POWER AUTOMATE FREE+POWER VIRTUAL AGENTS VIRAL TRIAL";180;159;260;22;0;39
"2023-07-29";"5402@anonimo.com";"False";;"2023-07-28";"MICROSOFT POWER AUTOMATE FREE+POWERAPPS AND LOGIC FLOWS+OFFICE 365 E5 WITHOUT AUDIO CONFERENCING+MICROSOFT POWER APPS PLAN 2 TRIAL";180;27;0;0;0;26
"2023-07-29";"4809@anonimo.com";"False";;"2023-07-28";"ENTERPRISE MOBILITY + SECURITY E3+MICROSOFT POWER AUTOMATE FREE+MICROSOFT 365 E5+MICROSOFT POWER APPS PLAN 2 TRIAL+VISIO PLAN 2+RIGHTS MANAGEMENT ADHOC+MICROSOFT 365 AUDIO CONFERENCING+WINDOWS 10/11 ENTERPRISE E5+PROJECT PLAN 3";180;177;117;22;0;55
"2023-07-29";"3337@anonimo.com";"False";;"2023-07-27";"MICROSOFT 365 AUDIO CONFERENCING+OFFICE 365 E5 WITHOUT AUDIO CONFERENCING+PROJECT PLAN 5+MICROSOFT POWER AUTOMATE FREE+MICROSOFT POWER APPS PLAN 2 TRIAL";180;135;0;0;0;14
"2023-07-29";"4025@anonimo.com";"False";;"2023-07-28";"MICROSOFT POWER AUTOMATE FREE+WINDOWS 10/11 ENTERPRISE E5+MICROSOFT 365 E5";180;37;5;5;0;19
"2023-07-29";"3220@anonimo.com";"False";;"2022-09-21";"MICROSOFT 365 E3";180;0;0;0;0;0
"2023-07-29";"3189@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 E5+MICROSOFT 365 AUDIO CONFERENCING";180;189;218;24;0;28
"2023-07-29";"4613@anonimo.com";"False";;"2023-07-28";"OFFICE 365 E5 WITHOUT AUDIO CONFERENCING+MICROSOFT POWER AUTOMATE FREE";180;37;9;0;0;12
"2023-07-29";"5552@anonimo.com";"False";;"2022-12-19";"MICROSOFT 365 E3+MICROSOFT POWER AUTOMATE FREE";180;0;0;0;0;0
"2023-07-29";"1511@anonimo.com";"False";;"2023-07-29";"POWERAPPS AND LOGIC FLOWS+MICROSOFT POWER APPS PLAN 2 TRIAL+ENTERPRISE MOBILITY + SECURITY E3+PROJECT PLAN 5+WINDOWS 10/11 ENTERPRISE E5+MICROSOFT 365 E5+MICROSOFT 365 AUDIO CONFERENCING+MICROSOFT FABRIC (FREE)";180;280;0;8;0;57
"2023-07-29";"4450@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 E5+VISIO PLAN 2";180;29;0;2;0;12
"2023-07-29";"5302@anonimo.com";"False";;"2023-07-26";"WINDOWS 10/11 ENTERPRISE E5+MICROSOFT 365 AUDIO CONFERENCING+MICROSOFT 365 E5+ENTERPRISE MOBILITY + SECURITY E3+MICROSOFT POWER AUTOMATE FREE";180;192;0;1;0;20
"2023-07-29";"1474@anonimo.com";"False";;;"MICROSOFT TEAMS EXPLORATORY";180;0;0;0;0;0
"2023-07-29";"4186@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 E3+MICROSOFT POWER AUTOMATE FREE";180;19;0;0;0;6
"2023-07-29";"5148@anonimo.com";"False";;"2023-07-25";"MICROSOFT POWER AUTOMATE FREE+MICROSOFT 365 E5";180;12;0;0;0;10
"2023-07-29";"5845@anonimo.com";"False";;"2023-06-22";"MICROSOFT 365 E3+MICROSOFT POWER AUTOMATE FREE+MICROSOFT FABRIC (FREE)";180;8;0;0;0;5
"2023-07-29";"2764@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 E3";180;2;0;0;0;7
"2023-07-29";"1025@anonimo.com";"False";;"2023-07-11";"MICROSOFT STREAM TRIAL+MICROSOFT 365 F1";180;18;0;0;0;9
"2023-07-29";"3330@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 E3+MICROSOFT POWER AUTOMATE FREE";180;38;0;0;0;12
"2023-07-29";"5682@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 E5";180;326;1992;2;0;33
"2023-07-29";"3781@anonimo.com";"False";;"2023-07-28";"OFFICE 365 E5 WITHOUT AUDIO CONFERENCING+MICROSOFT POWER AUTOMATE FREE+MICROSOFT POWER APPS FOR DEVELOPER+MICROSOFT FABRIC (FREE)";180;49;206;3;1;9
"2023-07-29";"5431@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 E3+MICROSOFT POWER AUTOMATE FREE+MICROSOFT FABRIC (FREE)";180;151;133;1;0;26
"2023-07-29";"5580@anonimo.com";"False";;"2023-07-29";"MICROSOFT POWER AUTOMATE FREE+ENTERPRISE MOBILITY + SECURITY E3+MICROSOFT 365 E3+POWER BI PRO";180;107;0;1;0;17
"2023-07-29";"5149@anonimo.com";"False";;"2023-02-16";"MICROSOFT 365 F1";180;11;0;0;0;3
"2023-07-29";"5782@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 E3+MICROSOFT POWER AUTOMATE FREE+MICROSOFT FABRIC (FREE)";180;23;0;0;0;11
"2023-07-29";"4490@anonimo.com";"False";;"2023-07-28";"MICROSOFT POWER AUTOMATE FREE+MICROSOFT FABRIC (FREE)+MICROSOFT 365 F1";180;57;0;0;0;28
"2023-07-29";"2085@anonimo.com";"False";;"2023-07-10";"ENTERPRISE MOBILITY + SECURITY E3+MICROSOFT 365 E5+WINDOWS 10/11 ENTERPRISE E5+MICROSOFT 365 AUDIO CONFERENCING+MICROSOFT POWER AUTOMATE FREE";180;6;0;1;0;5
"2023-07-29";"3868@anonimo.com";"False";;"2023-07-05";"MICROSOFT 365 E3";180;0;0;0;0;2
"2023-07-29";"1357@anonimo.com";"False";;"2023-07-22";"MICROSOFT POWER AUTOMATE FREE+MICROSOFT 365 F1";180;13;0;0;0;7
"2023-07-29";"1484@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 E3+MICROSOFT POWER AUTOMATE FREE";180;13;0;0;0;9
"2023-07-29";"3242@anonimo.com";"False";;"2023-05-11";"MICROSOFT 365 F1";180;0;0;0;0;1
"2023-07-29";"3923@anonimo.com";"False";;"2023-07-28";"OFFICE 365 E5 WITHOUT AUDIO CONFERENCING+MICROSOFT 365 AUDIO CONFERENCING+MICROSOFT POWER AUTOMATE FREE";180;87;0;1;0;20
"2023-07-29";"4099@anonimo.com";"False";;"2023-07-29";"MICROSOFT 365 BUSINESS PREMIUM+MICROSOFT POWER AUTOMATE FREE";180;21;0;1;0;8
"2023-07-29";"4617@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 E3+MICROSOFT POWER AUTOMATE FREE";180;34;0;5;0;27
"2023-07-29";"992@anonimo.com";"False";;"2023-07-28";"MICROSOFT FABRIC (FREE)+MICROSOFT POWER AUTOMATE FREE+MICROSOFT 365 E3+MICROSOFT STREAM TRIAL";180;24;0;0;0;15
"2023-07-29";"1037@anonimo.com";"False";;"2023-07-27";"POWER BI PRO+MICROSOFT 365 E3+MICROSOFT POWER AUTOMATE FREE";180;16;1;0;0;4
"2023-07-29";"5861@anonimo.com";"False";;"2023-07-29";"MICROSOFT POWER AUTOMATE FREE+MICROSOFT 365 E3+MICROSOFT FABRIC (FREE)";180;26;0;1;0;15
"2023-07-29";"4407@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 E3+DYNAMICS 365 CUSTOMER ENGAGEMENT PLAN+MICROSOFT POWER AUTOMATE FREE";180;304;0;62;0;20
"2023-07-29";"4996@anonimo.com";"False";;"2023-07-04";;180;0;0;0;0;2
"2023-07-29";"4227@anonimo.com";"False";;"2023-07-26";"MICROSOFT 365 E3+MICROSOFT POWER AUTOMATE FREE+MICROSOFT FABRIC (FREE)";180;2;0;0;0;4
"2023-07-29";"1029@anonimo.com";"False";;"2023-07-26";"MICROSOFT POWER AUTOMATE FREE+POWER BI PRO+MICROSOFT 365 E3";180;27;1;1;0;10
"2023-07-29";"808@anonimo.com";"False";;"2023-07-25";"ENTERPRISE MOBILITY + SECURITY E3+WINDOWS 10/11 ENTERPRISE E5+MICROSOFT 365 AUDIO CONFERENCING+MICROSOFT 365 E3+VISIO PLAN 2+POWER BI PRO";180;28;0;1;0;15
"2023-07-29";"5393@anonimo.com";"False";;"2023-07-27";"MICROSOFT 365 AUDIO CONFERENCING+MICROSOFT POWER AUTOMATE FREE+OFFICE 365 E5 WITHOUT AUDIO CONFERENCING";180;4;0;1;0;4
"2023-07-29";"1428@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 E5+MICROSOFT POWER AUTOMATE FREE";180;22;494;0;0;6
"2023-07-29";"4677@anonimo.com";"False";;;"MICROSOFT 365 F1";180;0;0;0;0;0
"2023-07-29";"4309@anonimo.com";"False";;"2023-05-30";"MICROSOFT 365 E3";180;0;0;0;0;2
"2023-07-29";"5565@anonimo.com";"False";;"2023-07-27";"OFFICE 365 E5 WITHOUT AUDIO CONFERENCING+MICROSOFT POWER AUTOMATE FREE";180;42;0;4;0;29
"2023-07-29";"5473@anonimo.com";"False";;"2023-07-24";"MICROSOFT 365 E5+ENTERPRISE MOBILITY + SECURITY E3+WINDOWS 10/11 ENTERPRISE E5+MICROSOFT 365 AUDIO CONFERENCING+MICROSOFT POWER AUTOMATE FREE";180;94;36;1;0;28
"2023-07-29";"4832@anonimo.com";"False";;"2023-07-02";"MICROSOFT POWER AUTOMATE FREE+POWER BI PRO+MICROSOFT 365 BUSINESS PREMIUM";180;4;0;0;0;5
"2023-07-29";"5849@anonimo.com";"False";;"2023-07-26";"MICROSOFT 365 E3+VISIO PLAN 2";180;12;0;0;0;8
"2023-07-29";"1478@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 BUSINESS PREMIUM+MICROSOFT POWER AUTOMATE FREE+POWER BI PRO";180;68;0;7;0;22
"2023-07-29";"5882@anonimo.com";"False";;"2023-07-29";"OFFICE 365 E5 WITHOUT AUDIO CONFERENCING+MICROSOFT POWER AUTOMATE FREE";180;54;0;1;0;37
"2023-07-29";"5057@anonimo.com";"False";;"2023-07-27";"MICROSOFT POWER AUTOMATE FREE+MICROSOFT 365 E3";180;82;0;0;0;14
"2023-07-29";"5265@anonimo.com";"False";;"2023-07-27";"MICROSOFT POWER AUTOMATE FREE+MICROSOFT 365 E3+MICROSOFT FABRIC (FREE)";180;5;0;0;0;5
"2023-07-29";"3731@anonimo.com";"False";;"2023-07-28";"OFFICE 365 E5 WITHOUT AUDIO CONFERENCING+MICROSOFT STREAM TRIAL+MICROSOFT 365 AUDIO CONFERENCING+WINDOWS 10/11 ENTERPRISE E5+MICROSOFT FABRIC (FREE)+MICROSOFT POWER AUTOMATE FREE";180;384;12646;4;0;30
"2023-07-29";"1147@anonimo.com";"False";;"2020-11-09";"MICROSOFT 365 E3";180;0;0;0;0;0
"2023-07-29";"1252@anonimo.com";"False";;"2023-07-28";"MICROSOFT POWER AUTOMATE FREE+MICROSOFT 365 E5";180;23;0;0;0;26
"2023-07-29";"4796@anonimo.com";"False";;"2023-07-28";"MICROSOFT POWER AUTOMATE FREE+MICROSOFT FABRIC (FREE)+MICROSOFT 365 F1";180;14;0;0;0;10
"2023-07-29";"3724@anonimo.com";"False";;"2023-07-29";"DYNAMICS 365 CUSTOMER ENGAGEMENT PLAN+ENTERPRISE MOBILITY + SECURITY E3+WINDOWS 10/11 ENTERPRISE E5+MICROSOFT 365 E5+MICROSOFT FABRIC (FREE)+MICROSOFT 365 AUDIO CONFERENCING";180;76;0;12;0;34
"2023-07-29";"3499@anonimo.com";"False";;"2023-05-15";"MICROSOFT 365 BUSINESS PREMIUM+MICROSOFT FABRIC (FREE)+MICROSOFT POWER AUTOMATE FREE";180;0;0;0;0;7
"2023-07-29";"4443@anonimo.com";"False";;"2023-07-29";"ENTERPRISE MOBILITY + SECURITY E3+MICROSOFT POWER AUTOMATE FREE+WINDOWS 10/11 ENTERPRISE E5+MICROSOFT 365 E5+MICROSOFT 365 AUDIO CONFERENCING";180;643;602;76;0;56
"2023-07-29";"4877@anonimo.com";"False";;"2023-07-28";"MICROSOFT POWER AUTOMATE FREE+WINDOWS 10/11 ENTERPRISE E5+MICROSOFT 365 AUDIO CONFERENCING+OFFICE 365 E5 WITHOUT AUDIO CONFERENCING";180;157;0;0;0;14
"2023-07-29";"3216@anonimo.com";"False";;"2023-07-25";"MICROSOFT 365 E3+MICROSOFT POWER AUTOMATE FREE+MICROSOFT FABRIC (FREE)";180;25;0;0;0;20
"2023-07-29";"4039@anonimo.com";"False";;"2023-07-25";"MICROSOFT POWER AUTOMATE FREE+MICROSOFT 365 F1";180;13;0;0;0;11
"2023-07-29";"3436@anonimo.com";"False";;"2023-07-24";"MICROSOFT 365 E3+MICROSOFT POWER AUTOMATE FREE";180;19;0;0;0;12
"2023-07-29";"4592@anonimo.com";"False";;"2023-06-14";"MICROSOFT POWER AUTOMATE FREE+MICROSOFT 365 F1+POWER BI PRO";180;0;0;0;0;4
"2023-07-29";"4366@anonimo.com";"False";;"2023-05-25";;180;12;0;0;0;4
"2023-07-29";"1419@anonimo.com";"False";;"2023-07-29";"MICROSOFT 365 E3+MICROSOFT FABRIC (FREE)+MICROSOFT POWER AUTOMATE FREE";180;132;0;0;0;18
"2023-07-29";"4287@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 E3";180;35;0;1;0;25
"2023-07-29";"4998@anonimo.com";"False";;"2023-07-27";"MICROSOFT 365 E5+MICROSOFT POWER AUTOMATE FREE";180;0;0;0;0;2
"2023-07-29";"4430@anonimo.com";"False";;"2023-07-29";"MICROSOFT 365 E3+MICROSOFT POWER AUTOMATE FREE";180;11;0;0;0;11
"2023-07-29";"4591@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 E3+MICROSOFT POWER AUTOMATE FREE+MICROSOFT FABRIC (FREE)";180;143;29;4;0;95
"2023-07-29";"4626@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 E5+MICROSOFT 365 AUDIO CONFERENCING+WINDOWS 10/11 ENTERPRISE E5+MICROSOFT POWER AUTOMATE FREE";180;229;0;1;0;21
"2023-07-29";"1128@anonimo.com";"False";;"2023-07-22";"MICROSOFT POWER AUTOMATE FREE+MICROSOFT 365 F1";180;5;0;0;0;6
"2023-07-29";"3945@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 E3+MICROSOFT POWER AUTOMATE FREE";180;21;0;2;0;14
"2023-07-29";"4710@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 BUSINESS PREMIUM+MICROSOFT POWER AUTOMATE FREE";180;4;0;0;0;5
"2023-07-29";"794@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 E5+VISIO PLAN 2+WINDOWS 10/11 ENTERPRISE E5+MICROSOFT POWER AUTOMATE FREE+MICROSOFT 365 AUDIO CONFERENCING";180;71;1881;7;0;23
"2023-07-29";"4618@anonimo.com";"False";;"2023-07-28";"OFFICE 365 E5 WITHOUT AUDIO CONFERENCING+MICROSOFT 365 AUDIO CONFERENCING+MICROSOFT POWER AUTOMATE FREE";180;267;455;3;0;17
"2023-07-29";"4033@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 E3+MICROSOFT FABRIC (FREE)+MICROSOFT POWER AUTOMATE FREE";180;14;0;0;0;7
"2023-07-29";"3972@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 AUDIO CONFERENCING+ENTERPRISE MOBILITY + SECURITY E3+WINDOWS 10/11 ENTERPRISE E5+MICROSOFT 365 E3+MICROSOFT 365 BUSINESS VOICE (WITHOUT CALLING PLAN)+MICROSOFT POWER AUTOMATE FREE+POWER BI PRO";180;120;0;7;0;30
"2023-07-29";"4931@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 E3+MICROSOFT POWER AUTOMATE FREE+MICROSOFT FABRIC (FREE)+POWER BI PRO";180;101;0;2;0;29
"2023-07-29";"4156@anonimo.com";"False";;"2020-11-11";"MICROSOFT 365 E3+MICROSOFT FABRIC (FREE)";180;0;0;0;0;0
"2023-07-29";"5285@anonimo.com";"False";;"2023-07-14";"MICROSOFT 365 E3+MICROSOFT FABRIC (FREE)+MICROSOFT POWER AUTOMATE FREE+POWER BI PRO";180;19;0;0;0;10
"2023-07-29";"4864@anonimo.com";"False";;"2023-07-19";"MICROSOFT POWER AUTOMATE FREE+MICROSOFT 365 E3+MICROSOFT FABRIC (FREE)";180;88;13;6;0;20
"2023-07-29";"1410@anonimo.com";"False";;"2023-07-28";"MICROSOFT POWER AUTOMATE FREE+MICROSOFT 365 E5";180;3;0;0;0;7
"2023-07-29";"5428@anonimo.com";"False";;"2023-07-24";"MICROSOFT 365 F1";180;1;0;0;0;3
"2023-07-29";"1447@anonimo.com";"False";;;"MICROSOFT TEAMS EXPLORATORY";180;0;0;0;0;0
"2023-07-29";"1098@anonimo.com";"False";;"2023-07-18";"MICROSOFT STREAM TRIAL+MICROSOFT POWER AUTOMATE FREE+MICROSOFT 365 F1";180;0;0;0;0;3
"2023-07-29";"1339@anonimo.com";"False";;"2023-07-27";"MICROSOFT 365 E3+POWER BI PRO+MICROSOFT POWER AUTOMATE FREE";180;10;0;0;0;3
"2023-07-29";"1254@anonimo.com";"False";;"2023-07-19";"MICROSOFT POWER AUTOMATE FREE+MICROSOFT 365 E3";180;0;0;0;0;4
"2023-07-29";"998@anonimo.com";"False";;"2023-07-28";"MICROSOFT POWER AUTOMATE FREE+MICROSOFT FABRIC (FREE)+MICROSOFT 365 BUSINESS PREMIUM";180;0;0;0;0;4
